provider,model,survey,N,created_at,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
qwen,qwen-max,fremantle,31,2025-04-04T16:33:52Z,4,3,7,9,7,8,2,6,3,7,4,9,5,8,11,8,9,6,3,6,9,7,8,7,8,7,9,8,10,11,8,5,11,8,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,1,4,2,NA,NA,NA,NA
qwen,qwen-max,gbr,31,2025-04-04T16:33:54Z,6,4,7,7,2,2,4,6,3,7,6,3,2,4,7,6,6,5,6,3,7,7,7,3,5,6,2,3,3,7,6,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,5,7,6,NA,NA,NA
qwen,qwen-max,swiss_health,31,2025-04-04T16:33:56Z,5,7,5,4,7,5,3,6,5,3,4,7,2,6,6,6,7,6,6,4,5,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,2,3,4,NA,NA,NA,NA
qwen,qwen-max,uppsala_speaks,31,2025-04-04T16:33:58Z,6,6,4,5,6,4,4,7,5,5,5,5,2,5,6,6,4,5,3,6,5,3,3,4,4,2,4,5,5,5,3,6,6,6,3,3,4,5,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,6,1,4,2,NA,NA,NA
qwen,qwen-max,valsamoggia,31,2025-04-04T16:34:01Z,5,8,3,7,4,3,5,7,3,3,7,3,3,7,5,9,7,8,3,8,7,8,7,4,6,4,4,3,4,5,8,2,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
qwen,qwen-max,zh_thalwil,31,2025-04-04T16:34:03Z,2,7,3,4,4,2,2,5,5,3,1,6,6,4,7,7,7,3,3,6,6,7,6,3,6,7,3,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,4,3,2,NA,NA,NA
qwen,qwen-max,zh_uster,31,2025-04-04T16:34:05Z,2,7,2,3,4,2,2,5,5,3,1,6,5,2,6,7,6,2,3,5,6,7,6,4,6,7,3,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,2,4,3,1,NA,NA,NA
qwen,qwen-max,zh_winterthur,31,2025-04-04T16:34:07Z,2,7,6,2,6,7,6,3,4,6,2,6,5,5,4,6,3,6,5,5,4,5,5,7,5,6,6,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,4,1,3,NA,NA,NA,NA
qwen,qwen-max,zukunft,31,2025-04-04T16:34:08Z,7,7,1,1,2,5,6,3,2,7,2,7,7,7,1,7,7,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,5,2,4,1,NA,NA,NA
qwen,qwen-plus,acp,31,2025-04-04T16:34:11Z,6,6,8,8,8,8,10,9,7,8,6,5,3,8,8,9,3,5,5,6,7,8,3,8,9,5,10,4,8,8,11,5,6,8,6,7,8,9,7,5,5,9,10,10,5,9,8,7,NA,NA,2,1,5,3,4,NA,NA,NA,NA,NA
qwen,qwen-plus,auscj,31,2025-04-04T16:34:14Z,5,6,3,2,5,3,2,2,5,5,7,6,5,5,4,3,6,5,5,6,4,6,5,2,4,7,7,6,3,5,7,5,6,4,4,5,6,5,6,3,3,2,3,5,5,NA,NA,NA,NA,NA,6,3,5,4,7,1,8,2,NA,NA
qwen,qwen-plus,bep,30,2025-04-04T16:34:17Z,2,3,7,5,2,3,4,2,2,2,5,2,1,5,4,7,3,2,3,6,5,4,7,5,6,4,3,4,4,6,6,2,6,3,6,3,7,2,2,7,2,7,6,NA,NA,NA,NA,NA,NA,NA,7,6,4,2,1,5,3,NA,NA,NA
qwen,qwen-plus,biobanking_mayo_ubc,31,2025-04-04T16:34:20Z,8,8,5,9,11,7,5,3,5,3,3,10,8,2,2,9,6,3,4,4,9,3,10,8,5,10,6,7,10,8,3,5,10,7,6,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,3,6,5,4,NA,NA,NA
qwen,qwen-plus,biobanking_wa,31,2025-04-04T16:34:23Z,8,8,5,9,11,6,6,5,7,4,5,10,9,3,2,10,6,4,4,7,8,9,9,8,7,10,6,6,10,8,4,8,9,7,7,4,6,8,10,3,7,8,8,3,7,8,10,8,7,NA,2,4,6,3,7,5,1,NA,NA,NA
qwen,qwen-plus,ccps,31,2025-04-04T16:34:25Z,2,4,3,9,5,2,3,10,10,2,3,6,4,4,10,9,7,10,10,7,3,3,4,3,11,9,5,3,7,9,3,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,3,5,4,2,NA,NA,NA
qwen,qwen-plus,ds_aargau,30,2025-04-04T16:34:27Z,2,7,7,7,3,3,4,1,2,4,4,2,1,6,6,3,6,7,7,2,2,5,6,6,7,4,7,7,3,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,4,3,2,NA,NA,NA
qwen,qwen-plus,ds_bellinzona,31,2025-04-04T16:34:29Z,1,7,7,2,3,3,1,2,4,4,2,1,6,6,4,6,7,7,5,2,5,6,6,7,3,7,3,6,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,4,3,2,NA,NA,NA
qwen,qwen-plus,energy_futures,31,2025-04-04T16:34:32Z,4,4,10,4,10,5,9,6,7,7,8,3,2,8,10,3,8,5,8,5,7,8,8,9,5,9,6,3,9,4,2,8,7,8,5,9,6,8,4,8,5,7,6,7,10,NA,NA,NA,NA,NA,2,6,5,8,7,4,3,1,9,NA
qwen,qwen-plus,fnqcj,30,2025-04-04T16:34:35Z,6,5,6,8,4,8,8,4,6,11,2,9,5,2,8,8,8,8,11,9,7,4,3,10,3,3,4,4,4,7,9,4,11,7,8,4,7,7,5,10,3,8,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,5,1,NA,NA,NA,NA,NA
qwen,qwen-plus,forestera,31,2025-04-04T16:34:38Z,4,4,9,8,9,7,10,5,5,10,9,6,5,10,7,8,6,9,9,3,9,5,10,8,3,9,8,9,8,10,10,7,8,10,8,10,9,10,9,8,9,8,8,3,7,NA,NA,NA,NA,NA,3,6,2,7,5,4,1,NA,NA,NA
qwen,qwen-plus,fremantle,35,2025-04-04T16:34:40Z,3,2,4,11,6,5,2,4,2,5,3,7,7,8,10,8,11,5,2,5,8,3,6,4,6,7,9,5,10,6,6,4,9,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,1,2,4,NA,NA,NA,NA
qwen,qwen-plus,gbr,31,2025-04-04T16:34:43Z,6,4,6,7,2,2,5,6,3,7,6,3,2,3,7,5,6,4,5,3,7,7,7,3,6,6,2,4,3,7,6,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,5,7,6,NA,NA,NA
qwen,qwen-plus,swiss_health,31,2025-04-04T16:34:44Z,5,7,6,4,6,6,4,6,5,3,5,7,3,7,7,6,7,5,7,5,6,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,2,3,4,NA,NA,NA,NA
qwen,qwen-plus,uppsala_speaks,31,2025-04-04T16:34:47Z,6,6,5,5,6,4,4,7,5,6,5,5,2,5,6,5,3,5,2,6,4,3,3,5,5,6,6,5,5,5,3,6,7,6,3,2,3,6,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,6,1,2,3,NA,NA,NA
qwen,qwen-plus,valsamoggia,30,2025-04-04T16:34:49Z,4,7,2,6,5,3,5,7,2,2,7,2,5,7,5,9,8,9,2,9,7,8,8,2,5,4,4,4,3,6,8,2,3,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
qwen,qwen-plus,zh_thalwil,30,2025-04-04T16:34:51Z,2,7,3,3,3,1,2,4,4,2,1,6,6,4,6,7,7,2,2,6,6,6,7,4,7,7,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,2,4,3,NA,NA,NA
qwen,qwen-plus,zh_uster,30,2025-04-04T16:34:54Z,2,7,2,3,4,1,2,4,5,2,1,6,5,2,6,7,7,2,2,5,6,6,6,4,7,7,3,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,3,4,2,NA,NA,NA
qwen,qwen-plus,zh_winterthur,31,2025-04-04T16:34:55Z,2,7,7,2,7,7,7,3,4,6,2,6,5,5,4,7,5,6,6,4,3,4,6,7,5,7,6,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,1,2,NA,NA,NA,NA
qwen,qwen-plus,zukunft,30,2025-04-04T16:34:57Z,7,7,1,2,2,5,5,3,2,7,2,7,7,6,2,7,7,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,6,2,4,1,NA,NA,NA
qwen,qwen-turbo,acp,30,2025-04-04T16:35:00Z,4,5,8,8,10,8,10,7,3,7,3,4,2,10,9,11,2,3,3,6,8,3,2,8,8,3,10,4,9,4,11,5,5,3,4,5,7,8,7,5,2,8,10,8,5,10,8,6,NA,NA,3,1,4,2,5,NA,NA,NA,NA,NA
qwen,qwen-turbo,auscj,30,2025-04-04T16:35:03Z,2,4,3,2,5,5,2,3,4,4,7,5,3,5,3,2,6,5,5,3,3,3,3,3,3,6,7,5,2,4,6,2,6,3,5,3,5,4,5,4,2,2,4,4,5,NA,NA,NA,NA,NA,7,6,3,4,2,1,8,5,NA,NA
qwen,qwen-turbo,bep,30,2025-04-04T16:35:05Z,2,2,7,5,2,2,3,2,2,1,3,1,1,6,3,7,2,2,3,7,4,3,7,6,7,4,3,3,3,5,6,2,5,3,6,3,6,2,2,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,6,3,2,1,4,5,NA,NA,NA
qwen,qwen-turbo,biobanking_mayo_ubc,30,2025-04-04T16:35:08Z,8,8,3,6,11,5,5,7,7,10,10,9,8,1,2,8,6,2,4,2,9,4,8,4,3,10,8,7,9,9,2,3,9,4,3,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,6,5,4,2,NA,NA,NA
qwen,qwen-turbo,biobanking_wa,30,2025-04-04T16:35:11Z,8,7,4,11,11,4,3,6,8,4,4,6,8,2,2,9,7,2,5,2,9,10,9,3,7,9,8,5,10,7,3,6,9,8,5,3,4,7,10,2,4,8,6,3,6,7,8,8,5,NA,1,5,7,3,6,4,2,NA,NA,NA
qwen,qwen-turbo,ccps,30,2025-04-04T16:35:13Z,2,4,3,7,5,3,5,9,10,2,2,5,3,4,10,8,6,9,10,5,3,3,3,3,8,9,4,4,7,10,2,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,2,5,3,4,NA,NA,NA
qwen,qwen-turbo,ds_aargau,30,2025-04-04T16:35:16Z,2,7,7,7,2,2,3,2,2,3,3,2,1,6,6,3,6,7,7,2,2,6,5,5,6,4,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,3,1,5,2,NA,NA,NA
qwen,qwen-turbo,ds_bellinzona,30,2025-04-04T16:35:18Z,1,7,7,3,2,3,2,1,3,3,2,1,7,6,3,7,7,7,5,2,5,5,7,7,3,7,3,5,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,3,2,4,1,NA,NA,NA
qwen,qwen-turbo,energy_futures,30,2025-04-04T16:35:21Z,6,4,9,4,9,4,8,5,7,6,8,4,2,7,8,2,10,5,8,4,7,8,8,8,3,7,5,2,9,3,1,8,6,10,3,10,2,9,3,7,2,5,6,8,10,NA,NA,NA,NA,NA,4,8,5,6,7,3,1,2,9,NA
qwen,qwen-turbo,fnqcj,30,2025-04-04T16:35:23Z,3,5,6,7,2,9,9,3,4,11,2,9,5,1,7,8,6,8,11,10,9,2,3,10,2,2,3,3,3,7,9,3,11,7,7,5,6,7,3,10,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,3,1,NA,NA,NA,NA,NA
qwen,qwen-turbo,forestera,30,2025-04-04T16:35:26Z,3,4,8,8,8,6,10,3,5,8,3,7,3,8,5,10,4,8,9,2,6,4,8,7,2,9,8,9,6,10,9,7,7,9,5,7,8,8,8,7,5,8,10,2,8,NA,NA,NA,NA,NA,2,6,5,7,4,3,1,NA,NA,NA
qwen,qwen-turbo,fremantle,30,2025-04-04T16:35:29Z,2,1,2,9,6,5,2,3,3,6,2,8,5,8,10,5,9,5,1,6,8,4,8,3,7,8,7,6,6,9,7,4,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,4,6,3,NA,NA,NA,NA
qwen,qwen-turbo,gbr,30,2025-04-04T16:35:31Z,6,4,7,7,2,2,5,5,2,6,6,3,2,3,7,5,6,4,6,4,7,7,7,3,6,6,2,4,2,7,6,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,5,7,6,NA,NA,NA
qwen,qwen-turbo,swiss_health,30,2025-04-04T16:35:33Z,3,5,5,4,6,5,3,6,4,3,4,7,2,5,7,3,6,4,5,2,5,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,2,3,4,NA,NA,NA,NA
qwen,qwen-turbo,uppsala_speaks,30,2025-04-04T16:35:35Z,5,6,2,5,6,3,4,7,3,2,5,2,1,5,5,5,3,4,2,5,3,2,4,4,4,1,3,4,5,4,2,6,5,5,2,2,5,5,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,5,1,6,2,NA,NA,NA
qwen,qwen-turbo,valsamoggia,30,2025-04-04T16:35:38Z,4,7,2,7,4,2,3,8,3,2,7,3,4,6,4,7,7,8,2,8,7,8,7,4,5,4,3,2,3,3,7,2,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,NA,NA,NA
qwen,qwen-turbo,zh_thalwil,30,2025-04-04T16:35:40Z,2,7,3,3,2,2,1,3,4,2,1,6,6,3,6,7,7,2,2,7,7,5,6,4,7,7,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,2,4,3,NA,NA,NA
qwen,qwen-turbo,zh_uster,30,2025-04-04T16:35:42Z,2,7,2,2,3,2,1,3,4,1,1,7,5,3,6,7,7,1,2,4,5,6,6,3,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,3,4,2,1,NA,NA,NA
qwen,qwen-turbo,zh_winterthur,30,2025-04-04T16:35:44Z,2,7,7,2,6,7,7,2,4,6,2,6,5,5,4,6,3,6,6,4,3,4,5,7,5,6,5,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,2,1,4,NA,NA,NA,NA
qwen,qwen-turbo,zukunft,30,2025-04-04T16:35:45Z,7,7,1,2,2,5,6,3,1,7,2,7,7,7,2,7,6,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,2,4,1,NA,NA,NA
qwen,qwen1.5-110b-chat,bep,1,2025-04-04T16:35:45Z,2,3,6,6,2,2,3,2,2,3,5,2,2,6,4,7,3,2,3,7,5,4,6,3,7,4,4,4,3,7,6,2,6,2,6,3,6,2,1,7,2,7,6,NA,NA,NA,NA,NA,NA,NA,7,5,3,4,2,6,1,NA,NA,NA
qwen,qwen1.5-110b-chat,biobanking_wa,1,2025-04-04T16:35:45Z,10,10,4,10,11,6,5,8,9,7,2,11,8,2,4,11,9,2,7,5,10,5,11,7,8,11,8,6,11,9,2,11,10,9,10,2,7,9,10,2,4,10,9,3,7,9,10,8,6,NA,1,3,6,4,5,7,2,NA,NA,NA
qwen,qwen1.5-110b-chat,fnqcj,1,2025-04-04T16:35:45Z,1,6,5,8,3,7,9,2,1,12,1,9,5,1,4,10,8,8,10,9,8,3,1,11,1,1,4,2,1,7,11,1,10,7,3,2,6,7,5,11,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,5,NA,NA,NA,NA,NA
qwen,qwen1.5-110b-chat,forestera,1,2025-04-04T16:35:45Z,4,5,10,10,10,9,9,5,5,9,10,6,5,9,7,6,4,8,10,4,9,8,11,10,3,10,9,7,8,11,9,8,9,10,11,11,8,11,10,10,7,10,7,4,8,NA,NA,NA,NA,NA,4,5,2,1,3,7,6,NA,NA,NA
qwen,qwen1.5-110b-chat,uppsala_speaks,1,2025-04-04T16:35:45Z,5,6,3,4,6,3,4,6,4,2,5,4,2,5,5,5,4,5,3,6,5,4,3,5,4,4,5,5,5,4,3,5,6,5,3,4,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,6,3,4,2,NA,NA,NA
qwen,qwen1.5-72b-chat,acp,32,2025-04-04T16:35:48Z,7,5,9,8,8,8,8,9,6,8,6,5,3,9,8,9,2,5,5,7,7,8,3,9,9,6,10,5,9,8,10,6,6,8,5,8,8,9,7,5,5,8,9,9,7,10,9,6,NA,NA,4,1,3,5,2,NA,NA,NA,NA,NA
qwen,qwen1.5-72b-chat,auscj,32,2025-04-04T16:35:51Z,5,5,3,2,5,3,6,3,4,5,7,6,5,5,5,2,6,5,5,5,4,5,5,3,5,6,6,5,5,4,6,4,6,4,5,5,6,5,6,4,4,1,3,5,6,NA,NA,NA,NA,NA,7,5,4,3,8,1,6,2,NA,NA
qwen,qwen1.5-72b-chat,bep,30,2025-04-04T16:35:54Z,2,2,6,5,1,2,3,1,2,2,5,2,1,6,2,7,1,1,3,7,4,3,6,4,6,4,4,1,3,5,6,3,5,1,6,2,6,1,1,7,1,7,6,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,1,4,2,NA,NA,NA
qwen,qwen1.5-72b-chat,biobanking_mayo_ubc,32,2025-04-04T16:35:56Z,9,9,6,7,11,6,7,5,6,3,2,11,8,1,1,9,8,2,5,7,10,7,10,8,4,11,6,8,11,11,2,9,10,6,7,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,6,5,4,2,NA,NA,NA
qwen,qwen1.5-72b-chat,biobanking_wa,32,2025-04-04T16:35:59Z,8,8,5,9,11,4,6,4,8,5,3,10,9,3,2,9,6,2,2,7,10,5,10,6,7,10,6,6,10,7,1,9,9,7,7,3,5,7,10,1,7,9,9,4,7,8,9,7,7,NA,1,4,6,3,7,5,2,NA,NA,NA
qwen,qwen1.5-72b-chat,ccps,30,2025-04-04T16:36:02Z,2,5,2,9,5,3,5,9,9,2,4,6,3,6,9,8,6,9,10,7,4,5,2,5,8,8,6,4,7,9,4,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,2,4,3,5,NA,NA,NA
qwen,qwen1.5-72b-chat,ds_aargau,31,2025-04-04T16:36:04Z,1,7,7,7,3,3,3,2,2,5,5,4,1,6,6,4,6,7,6,2,2,6,6,5,6,4,6,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,1,5,3,4,NA,NA,NA
qwen,qwen1.5-72b-chat,ds_bellinzona,32,2025-04-04T16:36:06Z,1,7,7,3,4,3,2,2,5,4,3,1,6,6,4,6,7,6,6,1,6,6,6,6,4,7,4,5,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,3,4,2,1,NA,NA,NA
qwen,qwen1.5-72b-chat,energy_futures,32,2025-04-04T16:36:09Z,7,5,10,5,9,7,7,5,6,6,8,3,1,9,10,4,7,4,8,5,7,7,8,9,4,10,8,1,6,4,1,9,6,9,2,8,4,7,4,7,4,6,5,7,9,NA,NA,NA,NA,NA,4,6,5,1,7,3,2,8,9,NA
qwen,qwen1.5-72b-chat,fnqcj,32,2025-04-04T16:36:12Z,1,5,5,8,5,7,1,5,5,12,1,8,6,1,8,9,7,9,11,10,9,4,1,10,3,1,5,3,4,9,9,2,12,8,6,4,8,6,5,12,1,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,4,NA,NA,NA,NA,NA
qwen,qwen1.5-72b-chat,forestera,32,2025-04-04T16:36:15Z,4,5,8,8,9,6,10,6,4,10,9,6,5,9,7,7,5,9,9,2,10,6,10,8,4,10,8,5,6,10,9,9,8,8,8,9,9,10,9,8,5,8,6,1,8,NA,NA,NA,NA,NA,5,6,3,7,4,2,1,NA,NA,NA
qwen,qwen1.5-72b-chat,fremantle,32,2025-04-04T16:36:17Z,3,2,8,9,8,5,4,7,3,7,4,8,6,8,11,8,10,6,2,7,9,6,9,5,9,9,8,5,9,9,8,6,10,8,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,3,2,5,NA,NA,NA,NA
qwen,qwen1.5-72b-chat,gbr,32,2025-04-04T16:36:20Z,6,4,6,6,1,1,5,5,1,6,6,3,2,4,6,6,6,5,5,3,6,6,6,2,5,5,2,4,1,7,6,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,5,7,6,NA,NA,NA
qwen,qwen1.5-72b-chat,swiss_health,32,2025-04-04T16:36:22Z,3,7,5,5,6,5,5,6,5,4,5,6,2,6,6,5,6,5,6,4,5,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,3,2,4,NA,NA,NA,NA
qwen,qwen1.5-72b-chat,uppsala_speaks,30,2025-04-04T16:36:25Z,6,6,4,4,6,4,4,5,4,1,5,5,2,5,5,5,4,5,3,5,4,4,4,3,3,2,4,5,5,6,3,5,6,5,2,2,3,6,3,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,5,2,3,1,NA,NA,NA
qwen,qwen1.5-72b-chat,valsamoggia,32,2025-04-04T16:36:27Z,7,7,2,7,5,1,6,9,1,3,8,5,5,7,5,9,7,9,2,8,7,9,7,5,6,4,4,3,4,6,8,1,5,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
qwen,qwen1.5-72b-chat,zh_thalwil,32,2025-04-04T16:36:29Z,2,6,3,3,3,1,3,5,5,4,1,6,6,3,6,6,6,4,3,6,6,5,6,4,6,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,2,3,5,1,NA,NA,NA
qwen,qwen1.5-72b-chat,zh_uster,32,2025-04-04T16:36:31Z,2,6,2,2,4,2,2,5,5,3,1,6,5,2,6,6,6,3,2,5,5,6,6,4,6,6,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,1,4,2,5,NA,NA,NA
qwen,qwen1.5-72b-chat,zh_winterthur,32,2025-04-04T16:36:33Z,2,7,7,1,6,7,7,2,4,5,2,6,5,6,3,7,4,6,5,5,4,5,6,7,5,6,6,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,4,1,3,NA,NA,NA,NA
qwen,qwen1.5-72b-chat,zukunft,32,2025-04-04T16:36:34Z,7,7,1,1,2,6,5,4,1,7,4,7,7,7,1,7,6,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,3,4,NA,NA,NA
qwen,qwen2-72b-instruct,acp,44,2025-04-04T16:36:37Z,5,6,10,7,10,8,10,9,8,8,4,5,2,9,8,11,2,5,4,6,7,8,5,9,10,5,10,5,5,9,11,7,6,6,4,6,8,9,7,5,4,7,9,10,5,9,10,7,NA,NA,2,1,4,5,3,NA,NA,NA,NA,NA
qwen,qwen2-72b-instruct,auscj,45,2025-04-04T16:36:40Z,5,6,3,2,6,2,7,2,5,5,7,6,6,6,3,4,6,6,3,6,4,5,5,3,5,6,7,5,6,5,6,4,6,5,3,5,6,4,6,5,4,2,3,5,5,NA,NA,NA,NA,NA,6,5,4,2,7,1,8,3,NA,NA
qwen,qwen2-72b-instruct,bep,45,2025-04-04T16:36:43Z,1,2,7,6,1,2,3,1,1,1,4,1,1,7,3,7,2,1,3,7,4,2,7,5,7,4,3,3,3,6,6,2,6,2,7,3,7,2,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,6,7,3,4,2,5,1,NA,NA,NA
qwen,qwen2-72b-instruct,biobanking_mayo_ubc,45,2025-04-04T16:36:46Z,9,10,4,11,11,6,5,8,8,8,8,11,7,1,2,10,7,1,2,5,9,6,11,7,6,10,7,7,11,9,2,4,11,8,7,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,4,6,3,5,NA,NA,NA
qwen,qwen2-72b-instruct,biobanking_wa,42,2025-04-04T16:36:49Z,9,7,3,10,11,6,5,9,7,8,9,10,7,2,2,10,7,2,2,3,9,10,10,5,7,11,5,6,11,8,3,9,9,8,8,4,5,8,10,2,7,9,8,3,5,8,11,8,7,NA,3,6,5,2,7,4,1,NA,NA,NA
